order_item_id,order_id,product_id,quantity,unit_price
536,182,276,4,229.01
537,182,148,2,115.38
538,182,358,3,17.41
539,182,574,1,93.74
540,183,23,4,365.04
541,183,133,1,288.15
542,184,516,4,203.0
543,184,32,1,21.32
544,184,481,4,49.22
545,184,219,4,355.41
546,184,107,3,478.66
547,185,78,1,296.26
548,185,136,1,402.77
549,185,530,5,314.21
550,185,15,3,405.35
551,186,440,5,249.02
552,186,346,1,348.38
553,186,27,5,124.49
554,187,572,5,388.28
555,188,358,1,18.67
556,188,104,2,208.38
557,188,388,1,105.21
558,189,48,2,363.9
559,189,21,4,380.02
560,189,195,4,340.05
561,190,20,5,260.91
562,190,516,1,216.48
563,190,409,4,108.88
564,191,352,2,485.21
565,191,304,5,248.11
566,191,153,2,301.39
567,191,514,1,324.1
568,192,147,2,170.78
569,192,276,5,236.02
570,193,167,5,406.8
571,193,480,4,292.42
572,194,595,5,16.34
573,194,100,3,44.72
574,194,16,1,70.43
575,194,460,5,48.4
576,194,104,1,206.06
577,195,155,3,425.92
578,195,136,5,387.36
579,195,375,2,449.24
580,196,302,2,8.58
581,197,287,2,299.45
582,197,480,1,313.59
583,197,280,4,396.13
584,197,381,4,291.1
585,198,231,5,84.65
586,198,418,3,306.0
587,199,546,3,145.58
588,200,406,1,63.68
589,200,363,2,320.93
590,200,36,5,271.77
591,200,584,3,209.11
592,200,549,3,153.78
593,201,477,3,102.35
594,201,122,3,458.71
595,201,524,1,197.2
596,202,74,1,175.59
597,203,65,2,108.29
598,203,559,1,335.05
599,203,12,4,277.38
600,203,17,3,460.45
601,204,469,3,247.47
602,204,542,1,52.91
603,204,537,1,123.14
604,204,461,3,314.19
605,204,598,5,242.37
606,205,183,3,73.98
607,205,427,1,253.54
608,205,590,5,79.51
609,205,238,2,119.25
610,206,419,3,79.46
611,206,65,5,113.81
612,206,506,5,312.71
613,207,274,4,198.31
614,207,171,3,324.95
615,208,59,2,256.05
616,208,357,2,39.7
617,208,52,5,60.73
618,208,530,1,310.16
619,209,411,1,87.37
620,209,590,2,75.11
621,209,492,5,204.69
622,209,363,5,352.56
623,209,240,3,77.5
624,210,96,4,311.68
625,210,322,5,241.38
626,211,351,4,100.47
627,211,246,2,127.21
628,211,90,3,114.69
629,211,131,5,100.97
630,211,118,1,178.25
631,212,52,5,63.35
632,212,367,2,420.64
633,212,344,4,169.95
634,213,578,1,415.62
635,213,349,4,247.68
636,213,375,1,423.28
637,214,401,3,417.86
638,214,341,5,379.79
639,215,556,1,319.08
640,215,381,4,289.37
641,215,542,4,53.54
642,215,29,4,99.05
643,215,468,5,319.08
644,216,186,1,234.15
645,216,270,1,219.68
646,216,166,4,287.77
647,216,420,1,76.18
648,217,175,4,77.51
649,217,300,4,341.66
650,217,528,2,357.17
651,217,40,5,133.15
652,218,299,5,306.78
653,218,88,1,142.52
654,218,200,2,152.36
655,218,110,1,300.42
656,219,201,4,307.4
657,219,302,3,8.77
658,219,131,1,100.63
659,219,25,4,305.52
660,220,287,2,284.56
661,220,49,4,22.24
662,220,561,5,256.63
663,220,62,5,275.26
664,220,441,4,24.21
665,221,49,5,22.81
666,221,345,5,90.66
667,221,544,5,113.14
668,221,144,1,269.58
669,221,517,1,170.19
670,222,176,1,439.18
671,222,332,1,377.04
672,222,226,5,209.55
673,222,363,2,334.03
674,223,19,4,82.38
675,223,206,2,38.54
676,223,207,1,134.69
677,223,74,4,166.83
678,223,486,2,187.04
679,224,329,3,39.12
680,224,267,1,403.45
681,224,276,4,226.34
682,224,145,2,42.81
683,224,568,5,305.86
684,225,308,2,43.4
685,225,109,3,447.14
686,226,569,1,460.24
687,226,51,5,111.91
688,226,587,3,297.72
689,226,94,5,191.87
690,226,451,4,243.17
691,227,168,4,429.16
692,227,446,5,460.46
693,227,277,4,35.94
694,228,36,3,278.78
695,228,432,1,28.63
696,228,486,1,183.18
697,228,452,1,296.76
698,229,80,5,430.41
699,229,32,1,24.29
700,230,7,2,123.15
701,230,510,1,184.87
702,231,59,2,233.26
703,231,90,4,119.11
704,231,25,3,315.48
705,231,196,1,51.59
706,232,33,2,327.15
707,232,555,1,90.12
708,232,347,3,328.33
709,233,24,5,294.19
710,233,499,4,383.63
711,233,405,1,344.89
712,233,432,2,33.11
713,234,181,2,147.11
714,234,157,5,240.63
715,234,142,4,362.56
716,234,194,2,265.81
717,234,461,4,327.96
718,235,46,2,378.41
719,236,285,4,172.18
720,236,420,3,81.93
721,237,202,4,439.81
722,238,225,4,324.3
723,238,245,2,198.87
724,238,88,5,146.17
725,239,77,1,235.67
726,239,400,4,189.86
727,239,503,3,162.97
728,239,543,4,212.51
729,240,72,2,381.71
730,240,265,3,68.96
731,240,232,5,393.37
732,240,114,2,87.17
733,241,161,1,293.39
734,241,240,5,78.86
735,242,436,3,60.27
736,242,372,1,317.2
737,243,431,2,123.86
738,243,477,4,109.39
739,243,521,1,17.46
740,243,152,1,99.13
741,244,352,1,486.89
742,244,472,5,272.88
743,245,222,2,150.18
744,245,178,3,17.92
745,246,454,5,18.38
746,246,423,5,304.76
747,246,375,1,402.77
748,246,570,2,265.17
749,246,183,4,77.36
750,247,92,4,11.84
751,247,235,2,41.35
752,247,158,2,288.08
753,248,73,3,448.3
754,248,121,2,377.66
755,248,50,2,275.5
756,248,539,1,34.58
757,249,371,4,210.72
758,249,552,4,135.86
759,250,448,3,394.13
760,251,248,3,186.62
761,252,202,4,433.13
762,253,580,1,119.15
763,253,127,5,305.83
764,253,441,3,22.53
765,253,174,3,347.75
766,253,60,4,383.56
767,254,52,5,55.04
768,255,23,1,397.63
769,256,526,4,253.6
770,257,298,4,216.76
771,257,579,1,158.55
772,257,337,5,41.14
773,258,372,1,311.03
774,259,584,3,194.88
775,259,33,5,320.66
776,259,245,2,179.32
777,260,491,2,391.67
778,260,297,4,74.03
779,260,527,2,301.76
780,260,298,1,235.2
781,260,585,2,331.94
782,261,402,4,132.44
783,262,147,1,167.9
784,262,483,4,450.68
785,262,301,2,259.48
786,263,373,2,211.3
787,263,171,3,326.84
788,263,550,3,281.34
789,263,306,1,163.46
790,263,149,3,358.07
791,264,253,3,292.57
792,264,257,2,461.96
793,264,548,1,269.83
794,264,504,3,158.98
795,265,64,2,288.58
796,265,587,1,295.18
797,265,478,1,322.27
798,265,580,5,113.16
799,266,53,1,39.31
800,266,283,1,9.94
801,266,165,3,344.89
802,266,143,1,280.64
803,266,496,3,375.23
804,267,166,5,302.92
805,267,439,2,139.72
806,267,427,5,272.77
807,267,401,4,435.07
808,268,326,4,374.63
809,269,105,1,265.34
810,269,583,1,390.39
811,269,499,2,401.08
812,270,77,4,220.21
813,270,576,1,206.95
814,270,172,4,312.86
815,271,331,1,235.31
816,271,596,4,279.66
817,271,123,2,438.72
818,272,102,2,434.31
819,272,299,1,285.02
820,273,466,1,404.69
821,273,337,2,40.44
822,273,265,5,60.35
823,273,568,2,276.23
824,274,412,5,246.79
825,274,166,3,290.32
826,274,459,4,438.68
827,275,593,4,96.05
828,275,575,1,276.87
829,276,500,4,62.36
830,277,2,2,37.86
831,277,295,2,122.85
832,277,211,3,171.28
833,277,7,2,120.4
834,277,201,1,276.85
835,278,19,5,83.68
836,278,551,3,312.96
837,278,539,5,30.78
838,279,55,5,147.83
839,279,37,4,412.81
840,279,130,4,102.63
841,279,219,1,356.29
842,279,250,2,107.13
843,280,222,1,164.3
844,280,210,1,285.71
845,280,354,4,283.14
846,280,129,4,358.66
847,280,106,2,76.95
848,281,561,2,267.43
849,281,215,5,430.43
850,282,81,3,385.17
851,282,379,2,448.82
852,282,526,3,234.58
853,282,500,1,58.64
854,282,170,5,369.1
855,283,259,2,416.05
856,283,484,2,26.17
857,283,96,1,303.78
858,283,540,3,419.01
859,283,168,5,430.08
860,284,547,3,379.23
861,284,482,3,295.38
862,285,151,2,45.09
863,285,485,3,424.95
864,285,190,1,448.75
865,285,9,2,390.76
866,285,108,3,111.24
867,286,128,3,72.26
868,286,190,3,474.44
869,286,94,4,202.54
870,286,480,3,315.91
871,286,456,5,315.82
872,287,416,4,112.47
873,288,234,2,101.35
874,288,587,5,267.6
875,289,129,3,395.63
876,289,505,5,193.91
877,289,324,4,393.53
878,289,157,2,226.58
879,290,77,1,235.02
880,290,252,4,18.63
881,290,97,3,100.55
882,291,21,5,434.27
883,291,527,3,267.07
884,291,354,5,326.73
885,292,363,1,326.95
886,292,64,3,305.28
887,292,460,5,49.8
888,292,349,4,239.25
889,292,248,3,177.0
890,293,87,1,169.82
891,293,552,4,121.79
892,293,332,1,393.5
893,293,162,4,271.13
894,294,275,2,89.16
895,294,248,1,205.34
896,294,68,3,14.8
897,294,594,5,46.08
898,295,561,2,243.13
899,295,394,4,424.31
900,295,104,4,236.11
901,295,329,4,43.91
902,295,289,5,335.35
903,296,176,2,425.74
904,296,165,4,373.76
905,296,252,3,19.96
906,296,166,5,282.14
907,297,189,3,301.15
908,298,75,2,382.8
909,298,371,5,210.89
910,298,343,1,420.77
911,298,391,3,410.8
912,299,414,4,385.82
913,299,501,1,237.48
914,299,227,3,133.18
915,299,116,1,91.52
916,300,524,5,178.15
917,300,90,5,113.55
918,301,2,5,41.09
919,301,17,4,472.56
920,301,301,2,243.87
921,301,308,1,40.52
922,302,478,2,286.87
923,302,10,3,313.67
924,302,436,4,64.13
925,303,321,4,27.93
926,303,160,3,159.79
927,303,298,2,214.91
928,303,433,4,228.86
929,303,550,4,299.04
930,304,314,2,93.7
931,304,588,4,197.95
932,304,196,3,56.81
933,305,429,1,93.95
934,305,391,3,415.49
935,306,337,5,40.14
936,306,6,4,200.52
937,306,57,3,33.96
938,307,463,1,428.54
939,307,136,2,414.42
940,307,473,3,17.69
941,307,296,2,477.67
942,307,272,5,65.55
943,308,501,3,247.32
944,308,340,1,83.07
945,308,526,4,241.03
946,308,35,2,93.14
947,308,354,3,305.14
948,309,228,3,482.2
949,309,117,1,366.37
950,309,49,1,21.2
951,310,170,5,387.01
952,310,400,1,197.11
953,310,357,2,35.61
954,310,279,5,129.48
955,310,494,1,322.84
956,311,293,5,216.73
957,311,362,4,321.96
958,311,599,2,117.26
959,311,216,1,441.01
960,311,111,1,273.39
961,312,544,5,122.15
962,312,459,3,420.35
963,312,94,4,214.62
964,313,277,1,36.51
965,313,431,1,122.84
966,313,177,4,412.84
967,313,116,3,87.7
968,314,539,4,32.82
969,314,67,4,400.07
970,314,363,2,321.11
971,314,377,1,128.81
972,315,69,3,392.87
973,315,514,4,316.08
974,315,462,3,210.07
975,316,518,5,421.2
976,317,33,5,329.53
977,317,50,2,257.18
978,317,317,1,314.44
979,317,454,3,17.54
980,318,320,5,461.32
981,318,388,5,107.87
982,318,235,3,39.57
983,318,105,3,285.74
984,319,289,4,308.08
985,319,402,3,128.02
986,319,164,5,396.25
987,319,437,3,202.27
988,320,422,4,340.15
989,320,91,2,22.45
990,321,245,1,175.31
991,322,369,1,425.29
992,323,6,1,201.78
993,323,158,2,269.4
994,324,316,5,49.36
995,325,248,5,179.38
996,325,448,1,432.13
997,325,478,1,303.09
998,325,310,4,60.55
999,325,435,1,22.39
1000,326,173,3,297.13
1001,326,381,3,279.24
1002,327,492,2,183.72
1003,328,53,3,38.16
1004,328,250,3,105.14
1005,328,519,5,250.05
1006,329,348,2,237.35
1007,329,110,3,279.71
1008,329,508,4,194.84
1009,330,439,1,160.66
1010,330,381,1,304.16
1011,330,43,4,424.19
1012,330,19,3,90.71
1013,330,55,4,169.75
1014,331,578,4,406.45
1015,331,25,3,328.43
1016,332,429,4,99.86
1017,332,62,3,304.04
1018,333,103,5,451.22
1019,334,558,5,252.32
1020,334,538,3,422.59
1021,334,535,1,300.48
1022,334,290,1,402.52
1023,334,182,2,348.14
1024,335,16,1,64.52
1025,335,435,1,20.93
1026,335,151,3,43.82
1027,336,389,2,432.52
1028,337,152,1,107.77
1029,337,420,3,80.59
1030,337,223,3,240.98
1031,338,320,2,411.6
1032,338,14,5,46.97
1033,338,413,2,155.82
1034,338,411,2,83.45
1035,339,381,5,276.92
1036,339,340,3,77.6
1037,340,540,3,465.52
1038,340,267,3,401.01
1039,340,411,5,88.17
1040,340,216,4,454.75
1041,341,546,4,146.07
1042,342,190,4,466.45
1043,342,560,1,54.82
1044,342,145,4,47.29
1045,342,38,2,21.3
1046,343,457,2,104.7
1047,344,357,1,36.37
1048,344,481,4,51.07
1049,345,106,4,86.28
1050,345,211,1,170.6
1051,345,222,2,163.78
1052,346,412,3,235.3
1053,347,324,3,433.52
1054,347,267,3,397.68
1055,347,579,4,158.5
1056,347,210,1,264.78
1057,348,97,2,108.82
1058,348,98,3,414.67
1059,348,144,1,241.82
1060,348,157,1,216.87
1061,349,22,5,367.13
1062,349,292,2,21.87
1063,349,141,3,398.53
1064,349,287,4,284.84
1065,350,299,2,287.22
1066,350,563,3,423.0
1067,350,272,2,62.43
1068,350,66,2,15.09
1069,351,548,1,251.07
1070,351,524,3,198.86
1071,351,392,5,239.34
1072,352,447,3,314.95
1073,352,542,3,54.11
1074,353,167,1,384.8
1075,353,475,1,294.66
1076,353,492,3,202.19
1077,353,122,5,404.23
1078,354,116,3,88.32
1079,354,437,4,220.77
1080,354,460,4,46.44
1081,354,591,2,321.37
1082,354,554,3,63.86
1083,355,120,2,421.21
1084,355,205,2,313.57
1085,356,201,5,300.21
1086,356,157,5,241.05
1087,356,313,4,390.34
1088,357,323,4,337.95
1089,357,581,5,361.35
1090,358,392,5,243.88
1091,359,332,4,360.44
1092,359,23,2,370.52
1093,360,241,5,201.91
1094,361,359,4,130.73
1095,361,296,1,449.47
1096,361,307,2,18.31
1097,361,372,3,327.76
1098,362,590,1,85.45
1099,362,500,2,57.97
1100,363,187,5,7.62
1101,363,235,2,42.75
1102,363,488,3,376.07
1103,364,553,3,196.02
1104,364,326,5,362.29
1105,364,400,1,192.98
1106,364,517,4,170.27
1107,365,240,2,75.83
1108,365,584,1,213.85
1109,365,465,1,317.6
1110,365,432,3,32.15
1111,365,92,2,12.45
1112,366,386,1,432.62
1113,366,478,5,319.25
1114,367,555,1,93.81
1115,367,567,4,22.89
1116,368,72,4,349.1
1117,368,482,2,316.17
1118,368,175,4,78.63
1119,369,260,2,369.36
1120,370,157,5,227.86
1121,371,406,5,65.7
1122,372,287,2,294.34
1123,373,193,3,312.67
1124,373,182,3,357.24
1125,373,496,4,328.15
1126,373,591,1,351.07
1127,373,272,3,66.76
1128,374,423,3,287.42
1129,375,282,4,229.73
1130,375,507,2,196.73
1131,375,52,2,61.42
1132,375,423,1,303.2
1133,376,476,5,320.94
1134,376,391,2,399.29
1135,376,570,5,301.11
1136,376,148,3,116.42
1137,377,561,2,265.99
1138,377,363,4,367.06
1139,377,232,2,347.69
1140,377,555,2,82.84
1141,378,576,4,198.46
1142,379,22,2,342.6
1143,379,289,1,338.16
1144,379,400,1,172.59
1145,380,137,1,120.28
1146,380,163,1,130.15
1147,380,171,1,308.15
1148,381,552,3,139.32
1149,381,528,1,336.7
1150,381,164,5,413.85
